id,tr_sentence,de_translation,de_prompt,level,topic,subtopic,grammar_focus,difficulty,tr_tokens,cloze_tr,cloze_answer,alt_translations_de,register,tags
satz_0104,"Albüm beğenilmedi.","Das Album kam nicht gut an.","Album schlecht bewertet",B2,freizeit,musik,passiv,hard,"Albüm | beğenilmedi | .","Albüm ___ .",beğenilmedi,"Es gefiel den Leuten nicht.",neutral,"kritik,neu"
satz_0105,"Bungalov kiraladık.","Wir haben einen Bungalow gemietet.","Bungalow gemietet",B2,freizeit,wochenende,vergangenheit,medium,"Bungalov | kiraladık | .","Bungalov ___ .",kiraladık,"Wir mieteten eine Hütte.",neutral,"natur,ausflug"
satz_0106,"Yumurta yiyorum.","Ich esse Ei.","Ei essen",A1,essen,fruehstueck,y_or,easy,"Yumurta | yiyorum | .","Yumurta ___ .",yiyorum,"Ich frühstücke Ei.",neutral,"morgen,gesund"
satz_0107,"Yemek yapıyorum.","Ich koche Essen.","Essen kochen",A1,essen,kochen,y_or,easy,"Yemek | yapıyorum | .","Yemek ___ .",yapıyorum,"Ich bereite Essen zu.",neutral,"kueche,heiss"
satz_0108,"Menü nerede?","Wo ist die Speisekarte?","Menü wo",A1,essen,speisekarte,frage,easy,"Menü | nerede | ?","Menü ___ ?",nerede,"Kann ich die Karte sehen?",neutral,"restaurant,auswahl"
satz_0109,"Çay istiyorum.","Ich möchte Tee.","Tee bitte",A1,essen,bestellen,y_or,easy,"Çay | istiyorum | .","Çay ___ .",istiyorum,"Ich trinke Tee.",neutral,"heiss,trinken"
satz_0110,"Ekmek alacağım.","Ich werde Brot kaufen.","Brot kaufen",A1,essen,lebensmittel,futur,easy,"Ekmek | alacağım | .","Ekmek ___ .",alacağım,"Ich hole Brot.",neutral,"baeckerei,frisch"
satz_0111,"Peynir yerim.","Ich esse Käse.","Käse essen",A2,essen,fruehstueck,aorist,easy,"Peynir | yerim | .","Peynir ___ .",yerim,"Oft esse ich Käse.",neutral,"gelb,brot"
satz_0112,"Ne pişireceksin?","Was wirst du kochen?","Was kochen",A2,essen,kochen,futur,medium,"Ne | pişireceksin | ?","Ne ___ ?",pişireceksin,"Was machst du zu essen?",neutral,"herd,plan"
satz_0113,"Vejetaryen yemek var mı?","Gibt es vegetarisches Essen?","Vegetarisch da?",A2,essen,speisekarte,var_yok,medium,"Vejetaryen | yemek | var | mı | ?","Vejetaryen yemek var ___ ?",mı,"Haben Sie fleischlos?",neutral,"gemuese,gesund"
satz_0114,"Sipariş vermek istiyoruz.","Wir möchten bestellen.","Wir wollen bestellen",A2,essen,bestellen,infinitiv,medium,"Sipariş | vermek | istiyoruz | .","Sipariş vermek ___ .",istiyoruz,"Wir sind bereit zu bestellen.",neutral,"kellner,warten"
satz_0115,"Sebze kalmamış.","Es ist kein Gemüse übrig geblieben.","Kein Gemüse mehr",A2,essen,lebensmittel,mis_vergangenheit,medium,"Sebze | kalmamış | .","Sebze ___ .",kalmamış,"Wir haben kein Gemüse mehr.",neutral,"leer,einkauf"
satz_0116,"Türk kahvaltısı meşhurdur.","Das türkische Frühstück ist berühmt.","Frühstück berühmt",B1,essen,fruehstueck,adjektiv,medium,"Türk | kahvaltısı | meşhurdur | .","Türk kahvaltısı ___ .",meşhurdur,"Man kennt unser Frühstück.",neutral,"tradition,viel"
satz_0117,"Tuz ekleyebilir misin?","Kannst du Salz hinzufügen?","Salz dazu?",B1,essen,kochen,moeglichkeit,medium,"Tuz | ekleyebilir | misin | ?","Tuz ekleyebilir ___ ?",misin,"Mach bitte Salz dran.",neutral,"gewuerz,geschmack"
satz_0118,"Çorbayı unuttu.","Er hat die Suppe vergessen.","Suppe vergessen",B1,essen,speisekarte,vergangenheit,medium,"Çorbayı | unuttu | .","Çorbayı ___ .",unuttu,"Die Suppe wurde vergessen.",neutral,"fehler,kellner"
satz_0119,"Siparişi geri gönderdik.","Wir haben die Bestellung zurückgeschickt.","Bestellung zurück",B2,essen,bestellen,vergangenheit,hard,"Siparişi | geri | gönderdik | .","Siparişi geri ___ .",gönderdik,"Das Essen ging zurück.",neutral,"falsch,reklamation"
satz_0120,"Gıda fiyatları arttı.","Die Lebensmittelpreise sind gestiegen.","Preise hoch",B2,essen,lebensmittel,vergangenheit,hard,"Gıda | fiyatları | arttı | .","Gıda fiyatları ___ .",arttı,"Essen ist teuer geworden.",neutral,"markt,teuer"
satz_0121,"Evim büyük.","Mein Haus ist groß.","Haus groß",A1,wohnen,wohnung,adjektiv,easy,"Evim | büyük | .","Evim ___ .",büyük,"Ich habe ein großes Haus.",neutral,"platz,schoen"
satz_0122,"Kiram ucuz.","Meine Miete ist billig.","Miete billig",A1,wohnen,miete,adjektiv,easy,"Kiram | ucuz | .","Kiram ___ .",ucuz,"Ich zahle wenig Miete.",neutral,"geld,wohnung"
satz_0123,"Komşum iyi.","Mein Nachbar ist gut.","Nachbar gut",A1,wohnen,nachbarn,adjektiv,easy,"Komşum | iyi | .","Komşum ___ .",iyi,"Ich mag meine Nachbarn.",neutral,"leute,haus"
satz_0124,"Masa aldım.","Ich habe einen Tisch gekauft.","Tisch gekauft",A1,wohnen,moebel,vergangenheit,easy,"Masa | aldım | .","Masa ___ .",aldım,"Ein neuer Tisch ist da.",neutral,"essen,zimmer"
satz_0125,"Kapı bozuk.","Die Tür ist kaputt.","Tür kaputt",A1,wohnen,reparatur,adjektiv,easy,"Kapı | bozuk | .","Kapı ___ .",bozuk,"Meine Tür klemmt.",neutral,"schluessel,problem"
satz_0126,"Daire arıyorum.","Ich suche eine Wohnung.","Wohnung suchen",A2,wohnen,wohnung,y_or,easy,"Daire | arıyorum | .","Daire ___ .",arıyorum,"Ich brauche eine Bleibe.",neutral,"mieten,umzug"
satz_0127,"Kirayı ödüyorum.","Ich zahle die Miete.","Miete zahlen",A2,wohnen,miete,y_or,easy,"Kirayı | ödüyorum | .","Kirayı ___ .",ödüyorum,"Das Geld ist überwiesen.",neutral,"bank,monat"
satz_0128,"Komşu gürültü yapıyor.","Der Nachbar macht Lärm.","Nachbar laut",A2,wohnen,nachbarn,y_or,medium,"Komşu | gürültü | yapıyor | .","Komşu gürültü ___ .",yapıyor,"Es ist laut von nebenan.",neutral,"laut,nervig"
satz_0129,"Koltuk rahat.","Das Sofa ist bequem.","Sofa bequem",A2,wohnen,moebel,adjektiv,easy,"Koltuk | rahat | .","Koltuk ___ .",rahat,"Der Sessel ist gut.",neutral,"sitzen,wohnzimmer"
satz_0130,"Evi taşırken korkuyorum.","Ich habe Angst beim Umziehen.","Angst Umzug",B1,wohnen,wohnung,zarf_fiil,hard,"Evi | taşırken | korkuyorum | .","Evi ___ korkuyorum.",taşırken,"Umzug stresst mich.",neutral,"kartons,schwer"
satz_0131,"Sözleşmeyi yenilemeyecek.","Er wird den Vertrag nicht erneuern.","Vertrag nicht neu",B1,wohnen,miete,futur,hard,"Sözleşmeyi | yenilemeyecek | .","Sözleşmeyi ___ .",yenilemeyecek,"Der Mietvertrag läuft aus.",formell,"ende,papier"
satz_0132,"Herkes yardım eder.","Jeder hilft.","Jeder hilft",B1,wohnen,nachbarn,aorist,medium,"Herkes | yardım | eder | .","Herkes yardım ___ .",eder,"Wir unterstützen uns.",neutral,"zusammen,gut"
satz_0133,"Mobilyalar çok şık.","Die Möbel sind sehr schick.","Möbel schick",B2,wohnen,moebel,adjektiv,medium,"Mobilyalar | çok | şık | .","Mobilyalar çok ___ .",şık,"Schöne Einrichtung.",neutral,"design,alt"
satz_0134,"Usta çağırdık.","Wir haben einen Handwerker gerufen.","Handwerker rufen",B2,wohnen,reparatur,vergangenheit,medium,"Usta | çağırdık | .","Usta ___ .",çağırdık,"Der Profi musste kommen.",neutral,"kaputt,hilfe"
satz_0135,"Kombi arızalandı.","Die Heiztherme ist kaputtgegangen.","Heizung kaputt",B2,wohnen,reparatur,vergangenheit,medium,"Kombi | arızalandı | .","Kombi ___ .",arızalandı,"Heizung fiel aus.",neutral,"kalt,winter"
satz_0136,"Telefonum çalıyor.","Mein Telefon klingelt.","Telefon klingelt",A1,technik,handy,y_or,easy,"Telefonum | çalıyor | .","Telefonum ___ .",çalıyor,"Jemand ruft an.",neutral,"anruf,laut"
satz_0137,"İnternet yavaş.","Das Internet ist langsam.","Internet langsam",A1,technik,internet,adjektiv,easy,"İnternet | yavaş | .","İnternet ___ .",yavaş,"Verbindung hakt.",neutral,"laden,warten"
satz_0138,"Bilgisayarım yeni.","Mein Computer ist neu.","PC neu",A1,technik,computer,adjektiv,easy,"Bilgisayarım | yeni | .","Bilgisayarım ___ .",yeni,"Ich habe einen neuen Laptop.",neutral,"bildschirm,schnell"
satz_0139,"Yardım et!","Hilf mir!","Hilfe!",A1,technik,hilfe,imperativ,easy,"Yardım | et | !","Yardım ___ !",et,"Brauche Hilfe!",neutral,"problem,schnell"
satz_0140,"Televizyon bozuldu.","Der Fernseher ist kaputtgegangen.","Fernseher kaputt",A1,technik,stoerung,vergangenheit,easy,"Televizyon | bozuldu | .","Televizyon ___ .",bozuldu,"TV funktioniert nicht.",neutral,"bild,schwarz"
satz_0141,"Şarjım bitiyor.","Mein Akku geht leer.","Akku leer",A2,technik,handy,y_or,medium,"Şarjım | bitiyor | .","Şarjım ___ .",bitiyor,"Batterie fast leer.",neutral,"strom,kabel"
satz_0142,"Şifre nedir?","Was ist das Passwort?","Passwort was",A2,technik,internet,frage,easy,"Şifre | nedir | ?","Şifre ___ ?",nedir,"Wie lautet das WLAN-Passwort?",neutral,"sicher,verbindung"
satz_0143,"Dosyayı unuttum.","Ich habe die Datei vergessen.","Datei vergessen",A2,technik,computer,vergangenheit,medium,"Dosyayı | unuttum | .","Dosyayı ___ .",unuttum,"Ich habe es nicht gespeichert.",neutral,"speichern,fehler"
satz_0144,"Yardım edebilir misiniz?","Können Sie helfen?","Helfen können?",A2,technik,hilfe,moeglichkeit,medium,"Yardım | edebilir | misiniz | ?","Yardım edebilir ___ ?",misiniz,"Würden Sie mir kurz helfen?",formell,"bitte,hoeflich"
satz_0145,"Uygulamayı indirdim.","Ich habe die App heruntergeladen.","App runtergeladen",B1,technik,handy,vergangenheit,medium,"Uygulamayı | indirdim | .","Uygulamayı ___ .",indirdim,"App ist auf dem Handy.",neutral,"software,neu"
satz_0146,"Bağlantı koptu.","Die Verbindung ist abgebrochen.","Verbindung weg",B1,technik,internet,vergangenheit,medium,"Bağlantı | koptu | .","Bağlantı ___ .",koptu,"Internet ist weg.",neutral,"offline,problem"
satz_0147,"Antivirüs kurdum.","Ich habe ein Antivirenprogramm installiert.","Virenschutz installiert",B1,technik,computer,vergangenheit,medium,"Antivirüs | kurdum | .","Antivirüs ___ .",kurdum,"Mein PC ist nun sicher.",neutral,"sicherheit,programm"
satz_0148,"Sorunu çözemediler.","Sie konnten das Problem nicht lösen.","Problem ungelöst",B2,technik,hilfe,moeglichkeit_neg,hard,"Sorunu | çözemediler | .","Sorunu ___ .",çözemediler,"Mir wurde nicht geholfen.",neutral,"support,schlecht"
satz_0149,"Genel arıza var.","Es gibt eine allgemeine Störung.","Allgemeine Störung",B2,technik,stoerung,var_yok,medium,"Genel | arıza | var | .","Genel arıza ___ .",var,"System ist komplett ausgefallen.",formell,"netz,ausfall"
satz_0150,"Yapay zeka her yerde.","Künstliche Intelligenz ist überall.","KI überall",B2,technik,computer,adjektiv,medium,"Yapay | zeka | her | yerde | .","Yapay zeka her ___ .",yerde,"KI dominiert den Alltag.",neutral,"zukunft,technologie"
151,Begruessung,A1,"Herkese günaydın, bugün nasılsınız acaba?","Guten Morgen zusammen, wie geht es Ihnen heute?","herkese günaydın bugün nasılsınız acaba","guten morgen zusammen wie geht es ihnen heute","Fragepartikel mı/mi","begruessung|frage|a1",1,"gemini_batch_151_300",1
152,Begruessung,A1,"İyi akşamlar beyler, yarın görüşmek üzere.","Guten Abend meine Herren, bis morgen.","iyi akşamlar beyler yarın görüşmek üzere","guten abend meine herren bis morgen","Wunschform","begruessung|a1|alltag",1,"gemini_batch_151_300",1
153,Begruessung,A2,"Hoş geldiniz, yolculuğunuz nasıl geçti?","Willkommen, wie war Ihre Reise?","hoş geldiniz yolculuğunuz nasıl geçti","willkommen wie war ihre reise","Präteritum","begruessung|reise|frage|a2",2,"gemini_batch_151_300",1
154,Begruessung,A1,"Uzun zamandır görüşmedik, nasılsın dostum?","Wir haben uns lange nicht gesehen, wie geht's mein Freund?","uzun zamandır görüşmedik nasılsın dostum","wir haben uns lange nicht gesehen wie gehts mein freund","Negation im Präteritum","begruessung|freunde|frage|a1",2,"gemini_batch_151_300",1
155,Begruessung,A2,"Selam, seni burada görmek ne güzel.","Hallo, wie schön dich hier zu sehen.","selam seni burada görmek ne güzel","hallo wie schön dich hier zu sehen","Infinitiv","begruessung|freunde|a2",1,"gemini_batch_151_300",1
156,Begruessung,A1,"Merhaba, aileniz nasıl, herkes iyi mi?","Hallo, wie geht es Ihrer Familie, sind alle wohlauf?","merhaba aileniz nasıl herkes iyi mi","hallo wie geht es ihrer familie sind alle wohlauf","Fragepartikel mı/mi","begruessung|familie|frage|a1",1,"gemini_batch_151_300",1
157,Begruessung,A2,"Görüşmeyeli uzun zaman oldu, neler yapıyorsun?","Es ist lange her, was machst du so?","görüşmeyeli uzun zaman oldu neler yapıyorsun","es ist lange her was machst du so","Präsens (Yor)","begruessung|frage|a2",2,"gemini_batch_151_300",1
158,Begruessung,A1,"İyi geceler tatlı rüyalar, yarın konuşuruz.","Gute Nacht und süße Träume, wir sprechen morgen.","iyi geceler tatlı rüyalar yarın konuşuruz","gute nacht und süße träume wir sprechen morgen","Aorist","begruessung|abschied|a1",1,"gemini_batch_151_300",1
159,Begruessung,A2,"Hoşça kalın, kendinize çok iyi bakın.","Auf Wiedersehen, passen Sie gut auf sich auf.","hoşça kalın kendinize çok iyi bakın","auf wiedersehen passen sie gut auf sich auf","Imperativ","begruessung|abschied|a2",1,"gemini_batch_151_300",1
160,Begruessung,A2,"Tekrar merhaba, sizi görmek beni sevindirdi.","Hallo nochmal, es hat mich gefreut, Sie zu sehen.","tekrar merhaba sizi görmek beni sevindirdi","hallo nochmal es hat mich gefreut sie zu sehen","Präteritum","begruessung|hoeflich|a2",2,"gemini_batch_151_300",1
161,Vorstellung,A1,"Benim adım Ayşe, sizin adınız ne?","Mein Name ist Ayse, wie ist Ihr Name?","benim adım ayşe sizin adınız ne","mein name ist ayse wie ist ihr name","Possessivpronomen","vorstellung|frage|a1",1,"gemini_batch_151_300",1
162,Vorstellung,A1,"Tanıştığımıza memnun oldum, ben de öğrenciyim.","Freut mich, Sie kennenzulernen, ich bin auch Student.","tanıştığımıza memnun oldum ben de öğrenciyim","freut mich sie kennenzulernen ich bin auch student","Kopula","vorstellung|schule|a1",1,"gemini_batch_151_300",1
163,Vorstellung,A2,"Arkadaşım Ali ile tanışmak ister misiniz?","Möchten Sie meinen Freund Ali kennenlernen?","arkadaşım ali ile tanışmak ister misiniz","möchten sie meinen freund ali kennenlernen","Aorist Frage","vorstellung|freunde|frage|a2",2,"gemini_batch_151_300",1
164,Vorstellung,A2,"Yeni gelen öğretmenimiz nereli, biliyor musun?","Woher kommt unser neuer Lehrer, weißt du das?","yeni gelen öğretmenimiz nereli biliyor musun","woher kommt unser neuer lehrer weißt du das","Fragepronomen","vorstellung|frage|a2",2,"gemini_batch_151_300",1
165,Vorstellung,A1,"Ben otuz yaşındayım ve mühendis olarak çalışıyorum.","Ich bin dreißig Jahre alt und arbeite als Ingenieur.","ben otuz yaşındayım ve mühendis olarak çalışıyorum","ich bin dreißig jahre alt und arbeite als ingenieur","Präsens (Yor)","vorstellung|arbeit|a1",1,"gemini_batch_151_300",1
166,Vorstellung,A2,"İstanbul'da doğdum ama Ankara'da yaşıyorum.","Ich bin in Istanbul geboren, lebe aber in Ankara.","istanbulda doğdum ama ankarada yaşıyorum","ich bin in istanbul geboren lebe aber in ankara","Lokativ -de/-da","vorstellung|ort|a2",2,"gemini_batch_151_300",1
167,Vorstellung,A1,"Siz hangi ülkeden geliyorsunuz, Alman mısınız?","Aus welchem Land kommen Sie, sind Sie Deutscher?","siz hangi ülkeden geliyorsunuz alman mısınız","aus welchem land kommen sie sind sie deutscher","Ablativ -den/-dan","vorstellung|frage|a1",1,"gemini_batch_151_300",1
168,Vorstellung,A2,"Kaç yıldır Türkiye'de yaşıyorsunuz acaba?","Wie viele Jahre leben Sie schon in der Türkei?","kaç yıldır türkiyede yaşıyorsunuz acaba","wie viele jahre leben sie schon in der türkei","Lokativ -de/-da","vorstellung|frage|a2",2,"gemini_batch_151_300",1
169,Vorstellung,A2,"Hobilerim arasında kitap okumak ve yüzmek var.","Zu meinen Hobbys gehören Lesen und Schwimmen.","hobilerim arasında kitap okumak ve yüzmek var","zu meinen hobbys gehören lesen und schwimmen","Infinitiv","vorstellung|hobby|a2",2,"gemini_batch_151_300",1
170,Vorstellung,A2,"Kendinizi bize biraz tanıtabilir misiniz lütfen?","Könnten Sie sich uns bitte kurz vorstellen?","kendinizi bize biraz tanıtabilir misiniz lütfen","könnten sie sich uns bitte kurz vorstellen","Möglichkeitsform (Abil)","vorstellung|frage|hoeflich|a2",3,"gemini_batch_151_300",1
171,Alltag,A2,"Sabahları erken kalkmak bana zor geliyor.","Früh aufzustehen fällt mir morgens schwer.","sabahları erken kalkmak bana zor geliyor","früh aufzustehen fällt mir morgens schwer","Dativ -e/-a","alltag|zeit|a2",2,"gemini_batch_151_300",1
172,Alltag,A1,"Bugün hava çok sıcak, denize gidelim mi?","Heute ist das Wetter sehr heiß, sollen wir ans Meer gehen?","bugün hava çok sıcak denize gidelim mi","heute ist das wetter sehr heiß sollen wir ans meer gehen","Optativ","alltag|wetter|frage|a1",1,"gemini_batch_151_300",1
173,Alltag,A2,"Her gün otobüsle işe gitmek yorucu oluyor.","Jeden Tag mit dem Bus zur Arbeit zu fahren ist anstrengend.","her gün otobüsle işe gitmek yorucu oluyor","jeden tag mit dem bus zur arbeit zu fahren ist anstrengend","Instrumental ile","alltag|arbeit|a2",2,"gemini_batch_151_300",1
174,Alltag,A1,"Akşam yemeğinden sonra biraz televizyon izlerim.","Nach dem Abendessen schaue ich ein wenig fern.","akşam yemeğinden sonra biraz televizyon izlerim","nach dem abendessen schaue ich ein wenig fern","Ablativ + sonra","alltag|routine|a1",1,"gemini_batch_151_300",1
175,Alltag,A2,"Hafta sonları genelde evde dinlenmeyi tercih ederim.","Am Wochenende bevorzuge ich es meistens, mich zu Hause auszuruhen.","hafta sonları genelde evde dinlenmeyi tercih ederim","am wochenende bevorzuge ich es meistens mich zu hause auszuruhen","Akkusativ -i/-ı","alltag|freizeit|a2",2,"gemini_batch_151_300",1
176,Alltag,A1,"Kahve içmek yerine çay içmeyi sever misin?","Trinkst du lieber Tee statt Kaffee?","kahve içmek yerine çay içmeyi sever misin","trinkst du lieber tee statt kaffee","Aorist Frage","alltag|essen|frage|a1",2,"gemini_batch_151_300",1
177,Alltag,A2,"Günde kaç saat uyuyorsun, yeterli oluyor mu?","Wie viele Stunden schläfst du am Tag, reicht das aus?","günde kaç saat uyuyorsun yeterli oluyor mu","wie viele stunden schläfst du am tag reicht das aus","Präsens (Yor)","alltag|gesundheit|frage|a2",2,"gemini_batch_151_300",1
178,Alltag,A2,"Boş zamanlarımda köpeğimle parkta yürüyüş yapıyorum.","In meiner Freizeit gehe ich mit meinem Hund im Park spazieren.","boş zamanlarımda köpeğimle parkta yürüyüş yapıyorum","in meiner freizeit gehe ich mit meinem hund im park spazieren","Lokativ -de/-da","alltag|freizeit|a2",2,"gemini_batch_151_300",1
179,Alltag,A1,"Arkadaşlarımla buluşup sohbet etmeyi çok seviyorum.","Ich liebe es sehr, mich mit meinen Freunden zu treffen und zu plaudern.","arkadaşlarımla buluşup sohbet etmeyi çok seviyorum","ich liebe es sehr mich mit meinen freunden zu treffen und zu plaudern","Gerundium -ip/-üp","alltag|freunde|a1",2,"gemini_batch_151_300",1
180,Alltag,A2,"Yarın hava nasıl olacak, bilgin var mı?","Weißt du, wie das Wetter morgen wird?","yarın hava nasıl olacak bilgin var mı","weißt du wie das wetter morgen wird","Futur -ecek/-acak","alltag|wetter|frage|a2",2,"gemini_batch_151_300",1
181,Einkaufen,A1,"Bu kırmızı elbisenin fiyatı ne kadar acaba?","Wie viel kostet dieses rote Kleid eigentlich?","bu kırmızı elbisenin fiyatı ne kadar acaba","wie viel kostet dieses rote kleid eigentlich","Genitiv","einkaufen|kleidung|frage|a1",1,"gemini_batch_151_300",1
182,Einkaufen,A1,"Bunun bir küçük bedeni sizde var mı?","Haben Sie das eine Nummer kleiner?","bunun bir küçük bedeni sizde var mı","haben sie das eine nummer kleiner","Lokativ bei Besitz","einkaufen|kleidung|frage|a1",1,"gemini_batch_151_300",1
183,Einkaufen,A2,"Kredi kartı ile taksit yapmak mümkün mü?","Ist es möglich, mit Kreditkarte in Raten zu zahlen?","kredi kartı ile taksit yapmak mümkün mü","ist es möglich mit kreditkarte in raten zu zahlen","Instrumental ile","einkaufen|geld|frage|a2",2,"gemini_batch_151_300",1
184,Einkaufen,A1,"Pazardan taze meyve ve sebze almak istiyorum.","Ich möchte frisches Obst und Gemüse auf dem Markt kaufen.","pazardan taze meyve ve sebze almak istiyorum","ich möchte frisches obst und gemüse auf dem markt kaufen","Ablativ -den/-dan","einkaufen|essen|a1",1,"gemini_batch_151_300",1
185,Einkaufen,A2,"Maalesef üzerimde hiç nakit para kalmadı.","Leider habe ich überhaupt kein Bargeld mehr bei mir.","maalesef üzerimde hiç nakit para kalmadı","leider habe ich überhaupt kein bargeld mehr bei mir","Präteritum","einkaufen|geld|a2",2,"gemini_batch_151_300",1
